 ,Area,Mean,Mode,Min,Max,Median,Label,Perimeter,*Feret,*Breadth,*AspRatio,*RFactor,*ConvexArea,*ConvexPerimeter,*ArEquivD,*PerEquivD,*MinR,*MaxR,*avgR,*VarianceR,*EquivEllAr,*ModRatio,*HaralickRatio,*ThinnessR,*Roundness,*Compactness,*Solidity,*Convexity,*Concavity,*ArBBox,*Rectang,*Sphericity,*Elongation,*Bending Energy,*Jaggedness,*Circularity,*Endocarp,Distance CM-FB,StD,Skewness,Kurtosis,Intensity sum,Uniformity,Entropy,Smothness R,GLCM-Contrast,GLCM-Correlation,GLCM-Energy,GLCM-Homogeneity,Mean Red,Sqrt Mean Red,StD Red,Mean Green,Sqrt Mean Green,StD Green,Mean Blue,Sqrt Mean Blue,StD Blue,Mean RGB,Mean H,StD H,Mean S,StD S,Mean V,StD V
32,31668,10587,0,85,251,0,Apiaceae,1597.388,505.035,96.872,5.213,142.160,225553.500,1076.383,200.801,508.464,48.436,252.517,134.661,5468.393,38424.687,0.192,1.821,80.575,0.158,0.398,0.140,0.674,193885.500,48923.832,0.647,0.192,6.412,0.379,0.395,0.156,30070.612,62.618,8.763,14.869,220.609,2710479,0.991,0.065,0.001,107.288,0.982,0.452,0.962,254.748,15.961,3.893,1.007,1.003,14.909,1.017,1.009,15.063,85.591,0.570,8.605,253.973,15.234,254.865,2.110
33,28554,9654,0,85,249,0,Apiaceae,2262.713,629.327,73.693,8.540,28.903,57143.000,1304.450,190.673,720.244,36.847,314.663,155.121,7655.378,36424.480,0.117,1.773,179.305,0.092,0.303,0.500,0.576,28589.000,46377.089,0.616,0.117,14.269,0.453,0.265,0.070,26291.287,19.964,14.109,9.029,80.158,2471489,0.976,0.158,0.003,102.404,0.984,0.456,0.971,254.269,15.946,6.837,2.667,1.633,24.146,2.730,1.652,24.706,86.555,1.617,14.705,252.348,24.044,254.653,3.318
34,121040,40214,0,85,225,0,Apiaceae,1908.913,550.706,317.581,1.734,98.515,170440.000,1357.732,392.572,607.626,158.790,275.353,195.946,1315.761,137361.104,0.577,5.402,30.105,0.508,0.713,0.710,0.711,49400.000,174893.589,0.692,0.577,2.396,0.008,0.646,0.417,119131.087,46.672,2.578,47.584,2270.873,10294981,0.999,0.007,1.022E-4,122.374,0.979,0.447,0.960,254.969,15.968,1.515,0.096,0.310,4.548,0.098,0.314,4.658,85.054,0.060,2.823,254.905,4.528,254.985,0.729
35,112577,37539,0,85,253,0,Apiaceae,1521.859,443.041,330.000,1.343,84.814,118048.000,1240.382,378.599,484.423,165.000,221.520,193.752,340.812,114827.888,0.745,10.495,20.573,0.730,0.855,0.954,0.815,5471.000,146203.408,0.770,0.745,1.637,0.076,0.782,0.611,111055.141,11.905,7.212,19.896,396.371,9610020,0.995,0.039,7.992E-4,118.070,0.980,0.453,0.959,254.941,15.967,1.572,0.577,0.759,11.397,0.575,0.758,11.358,85.364,0.268,7.206,254.399,11.879,254.954,1.101
36,124283,41599,0,85,254,0,Apiaceae,2484.571,516.422,339.564,1.521,91.769,148884.500,1343.602,397.796,790.864,169.782,258.211,203.375,1066.367,137726.223,0.658,6.228,49.670,0.593,0.770,0.835,0.541,24601.500,175358.473,0.709,0.658,3.953,0.259,0.503,0.253,121798.429,15.216,9.786,14.254,202.664,10649579,0.990,0.072,0.001,127.086,0.978,0.448,0.960,254.820,15.963,2.893,1.130,1.063,16.037,1.114,1.055,15.802,85.688,0.458,7.420,253.833,16.560,254.884,1.855
37,156853,52101,0,85,248,0,Apiaceae,1770.896,565.722,389.686,1.452,125.963,223869.500,1479.155,446.891,563.694,194.843,282.861,220.782,922.861,173144.099,0.689,7.268,19.994,0.624,0.790,0.701,0.835,67016.500,220453.914,0.712,0.689,1.591,0.965,0.793,0.629,155082.104,20.974,2.134,62.047,3890.497,13337956,0.999,0.005,7.004E-5,114.398,0.981,0.463,0.965,254.985,15.968,0.964,0.060,0.244,3.646,0.060,0.244,3.643,85.035,0.031,1.965,254.939,3.705,254.992,0.527
38,158558,52842,0,85,255,0,Apiaceae,2257.770,496.158,413.000,1.201,112.498,175353.500,1455.944,449.313,718.670,206.500,248.079,226.215,167.605,160938.571,0.832,17.473,32.149,0.820,0.906,0.904,0.645,16795.500,204913.353,0.774,0.832,2.558,0.254,0.625,0.391,156300.230,29.702,6.598,20.894,437.959,13527766,0.995,0.036,6.690E-4,114.077,0.980,0.465,0.965,254.908,15.966,2.178,0.526,0.725,10.903,0.518,0.720,10.742,85.317,0.218,5.088,254.457,11.263,254.941,1.342
39,148754,49524,0,85,250,0,Apiaceae,1847.908,529.991,377.678,1.403,152.245,253490.500,1424.400,435.201,588.207,188.839,264.995,220.235,693.399,157209.659,0.713,8.364,22.956,0.674,0.821,0.587,0.771,104736.500,200165.555,0.743,0.713,1.827,0.020,0.740,0.547,146906.092,5.802,5.695,24.900,623.094,12678345,0.997,0.027,4.985E-4,114.076,0.981,0.463,0.964,254.946,15.967,1.644,0.379,0.616,9.346,0.365,0.605,9.004,85.230,0.126,3.634,254.616,9.460,254.965,1.008
40,32664,10933,0,85,248,0,Apiaceae,1576.258,510.546,93.318,5.471,63.076,101169.000,1089.469,203.934,501.739,46.659,255.273,137.528,4961.220,37418.659,0.183,1.953,76.065,0.160,0.399,0.323,0.691,68505.000,47642.916,0.686,0.183,6.053,0.164,0.406,0.165,31087.742,112.459,9.442,13.720,187.510,2798943,0.989,0.075,0.001,92.257,0.984,0.476,0.970,254.690,15.959,4.373,1.179,1.086,16.129,1.198,1.094,16.383,85.689,0.692,9.599,253.815,16.225,254.844,2.259
41,94829,31506,0,85,217,0,Apiaceae,1722.937,470.865,283.115,1.663,69.223,102399.500,1198.378,347.477,548.428,141.557,235.433,180.726,1072.957,104700.567,0.601,5.517,31.304,0.545,0.738,0.926,0.696,7570.500,133308.902,0.711,0.601,2.491,0.338,0.634,0.401,93106.063,26.950,2.566,46.082,2127.872,8065758,0.999,0.008,1.012E-4,113.037,0.981,0.452,0.961,254.964,15.968,1.679,0.100,0.316,4.579,0.104,0.322,4.765,85.056,0.065,2.990,254.901,4.568,254.983,0.796
42,139454,46337,0,85,234,0,Apiaceae,1748.067,541.240,371.231,1.458,91.713,155944.500,1396.871,421.377,556.427,185.616,270.620,213.134,829.248,157806.274,0.686,7.401,21.912,0.606,0.779,0.894,0.799,16490.500,200925.189,0.694,0.686,1.744,2.050,0.757,0.573,137705.933,52.331,2.834,44.558,1991.964,11862491,0.999,0.009,1.235E-4,110.845,0.981,0.467,0.966,254.970,15.968,1.371,0.110,0.332,4.896,0.111,0.333,4.907,85.064,0.061,2.785,254.885,5.118,254.982,0.801
43,130657,43424,0,85,237,0,Apiaceae,1872.283,554.217,313.125,1.770,78.403,136509.000,1393.832,407.870,595.966,156.562,277.109,209.395,1825.420,136297.449,0.565,4.901,26.829,0.542,0.736,0.957,0.744,5852.000,173539.301,0.753,0.565,2.135,0.467,0.684,0.468,128784.717,18.338,3.239,39.391,1555.846,11116624,0.999,0.011,1.613E-4,115.734,0.979,0.485,0.964,254.962,15.968,1.520,0.142,0.377,5.573,0.143,0.378,5.602,85.082,0.083,3.321,254.852,5.798,254.978,0.880
44,149001,49532,0,85,240,0,Apiaceae,2002.005,551.218,364.226,1.513,123.466,213805.500,1443.185,435.562,637.258,182.113,275.609,219.319,959.931,157682.645,0.661,7.079,26.899,0.624,0.790,0.697,0.721,64804.500,200767.779,0.742,0.661,2.141,0.053,0.683,0.467,146998.995,38.592,3.579,35.385,1258.594,12680241,0.998,0.013,1.970E-4,123.169,0.976,0.493,0.960,254.951,15.967,1.805,0.176,0.419,6.173,0.178,0.422,6.239,85.102,0.100,3.653,254.820,6.330,254.973,0.973
45,150174,50657,0,85,251,0,Apiaceae,1974.660,554.437,389.448,1.424,149.691,260734.500,1454.761,437.273,628.554,194.724,277.218,219.783,659.785,169586.368,0.702,8.556,25.965,0.622,0.789,0.576,0.737,110560.500,215924.069,0.695,0.702,2.066,7.971,0.696,0.484,148199.340,47.965,14.145,10.375,105.990,12968360,0.982,0.120,0.003,123.587,0.976,0.494,0.960,254.908,15.966,1.873,2.134,1.461,22.239,2.026,1.423,21.111,86.356,0.299,5.187,252.925,21.620,254.927,1.183
46,144627,48346,0,85,252,0,Apiaceae,2738.002,522.591,372.490,1.403,93.350,153258.500,1423.843,429.121,871.533,186.245,261.295,216.761,704.875,152885.600,0.713,8.164,51.834,0.674,0.821,0.944,0.520,8631.500,194659.992,0.743,0.713,4.125,3.047,0.492,0.242,141888.998,27.056,9.020,15.724,247.304,12376627,0.992,0.061,0.001,123.497,0.976,0.491,0.960,254.868,15.965,2.565,0.946,0.972,14.759,0.915,0.956,14.267,85.576,0.317,5.769,254.048,14.865,254.917,1.563
47,94870,33272,0,85,248,0,Apiaceae,4173.480,478.127,398.761,1.199,98.526,147993.500,1377.455,347.552,1328.460,199.380,239.063,176.820,972.403,149742.607,0.834,5.670,183.598,0.528,0.727,0.641,0.330,53123.500,190658.208,0.498,0.834,14.610,48.081,0.262,0.068,90696.520,49.769,23.895,4.848,21.795,8517832,0.924,0.449,0.009,100.376,0.981,0.509,0.967,252.302,15.884,14.373,8.415,2.901,41.867,8.636,2.939,42.941,89.784,4.768,24.566,246.830,40.882,253.797,6.214
48,138550,46039,0,85,241,0,Apiaceae,1640.227,501.597,361.303,1.388,186.932,294570.000,1370.877,420.009,522.100,180.651,250.799,213.235,581.045,142336.558,0.720,8.846,19.418,0.701,0.837,0.470,0.836,156020.000,181228.534,0.765,0.720,1.545,0.207,0.804,0.647,136909.773,13.733,2.955,43.942,1941.627,11786121,0.999,0.009,1.343E-4,122.159,0.976,0.495,0.961,254.972,15.968,1.296,0.115,0.340,5.033,0.116,0.340,5.036,85.068,0.060,2.762,254.878,5.307,254.983,0.782
50,116889,38838,0,85,251,0,Apiaceae,1528.528,468.031,322.880,1.450,82.152,120793.000,1260.933,385.782,486.546,161.440,234.015,194.135,699.363,118687.706,0.690,7.341,19.988,0.679,0.824,0.968,0.825,3904.000,151117.881,0.773,0.690,1.591,0.047,0.793,0.629,115360.472,36.219,2.877,48.573,2381.636,9942557,0.999,0.008,1.273E-4,110.567,0.981,0.474,0.966,254.982,15.968,0.959,0.099,0.315,4.763,0.098,0.313,4.695,85.060,0.046,2.333,254.898,4.870,254.989,0.589
51,100462,36725,0,85,255,0,Apiaceae,3340.526,467.462,335.063,1.395,86.868,127572.000,1329.738,357.648,1063.323,167.531,233.731,178.844,899.309,123016.290,0.717,5.964,111.078,0.585,0.765,0.787,0.398,27110.000,156629.205,0.641,0.717,8.839,1.993,0.336,0.113,97121.474,107.266,33.130,3.653,11.559,9401846,0.877,0.719,0.017,112.625,0.981,0.467,0.965,251.725,15.866,14.814,14.415,3.797,55.346,14.619,3.823,56.111,93.586,7.488,30.350,240.835,54.853,253.547,6.288
52,109791,36523,0,85,250,0,Apiaceae,1568.889,454.216,322.946,1.406,180.801,257995.500,1237.583,373.885,499.393,161.473,227.108,191.168,499.982,115208.002,0.711,8.549,22.419,0.678,0.823,0.426,0.789,148204.500,146687.385,0.748,0.711,1.784,0.233,0.749,0.561,108222.111,31.574,4.772,29.821,896.045,9349967,0.998,0.019,3.501E-4,117.875,0.980,0.459,0.963,254.961,15.967,1.486,0.267,0.517,7.869,0.256,0.506,7.530,85.161,0.086,2.964,254.736,7.763,254.977,0.822
53,69542,23189,0,85,251,0,Apiaceae,1630.455,489.412,221.076,2.214,60.773,93441.000,1154.254,297.563,518.990,110.538,244.706,154.498,2333.163,84977.819,0.452,3.199,38.227,0.370,0.608,0.744,0.708,23899.000,108197.120,0.643,0.452,3.042,6.461,0.573,0.329,67911.545,13.413,6.784,18.906,362.733,5936433,0.994,0.042,7.072E-4,111.332,0.981,0.454,0.960,254.819,15.963,3.775,0.625,0.791,11.545,0.650,0.806,11.992,85.365,0.329,6.782,254.377,11.529,254.916,1.676
54,76762,25727,0,85,254,0,Apiaceae,2040.182,521.429,245.348,2.125,62.074,101684.500,1205.254,312.628,649.410,122.674,260.714,170.760,2271.851,100477.321,0.471,3.583,54.224,0.359,0.600,0.755,0.591,24922.500,127931.698,0.600,0.471,4.315,0.149,0.481,0.232,74721.818,12.236,10.505,13.173,173.202,6586237,0.988,0.085,0.002,122.262,0.979,0.456,0.963,254.782,15.962,3.353,1.313,1.146,17.169,1.307,1.143,17.078,85.801,0.609,9.086,253.639,17.789,254.861,2.074
55,162866,54253,0,85,248,0,Apiaceae,1792.795,534.809,412.143,1.298,161.076,270631.500,1483.328,455.376,570.664,206.071,267.405,230.762,471.894,173115.664,0.771,10.623,19.735,0.725,0.851,0.602,0.827,107765.500,220417.709,0.739,0.771,1.570,17.571,0.798,0.637,161073.205,57.127,6.373,23.069,533.960,13888875,0.996,0.030,6.241E-4,94.777,0.978,0.576,0.967,254.958,15.967,1.466,0.455,0.675,10.407,0.421,0.649,9.609,85.278,0.127,3.451,254.566,9.919,254.973,0.877
56,85045,28266,0,85,223,0,Apiaceae,1614.143,470.933,249.629,1.887,88.627,131122.000,1171.579,329.063,513.798,124.815,235.467,173.546,1408.095,92330.281,0.530,4.625,30.636,0.488,0.699,0.649,0.726,46077.000,117558.565,0.723,0.530,2.438,0.053,0.640,0.410,83430.857,62.242,3.298,37.463,1405.384,7236327,0.999,0.012,1.672E-4,120.038,0.980,0.447,0.961,254.955,15.967,1.720,0.152,0.390,5.694,0.157,0.397,5.880,85.088,0.099,3.722,254.840,5.980,254.975,0.952
57,100891,33692,0,85,248,0,Apiaceae,2186.608,441.257,320.000,1.379,101.219,140315.500,1217.716,358.411,696.019,160.000,220.629,182.233,510.226,110900.054,0.725,8.068,47.390,0.660,0.812,0.719,0.557,39424.500,141202.334,0.715,0.725,3.771,0.049,0.515,0.265,98704.392,8.119,8.520,17.416,302.770,8625195,0.993,0.049,0.001,116.731,0.980,0.459,0.964,254.948,15.967,1.615,0.788,0.887,13.658,0.735,0.857,12.734,85.490,0.161,3.530,254.251,12.993,254.967,0.923
1,54117,18048,0,85,214,0,Asteraceae,1579.173,457.683,173.977,2.631,42.838,61595.500,1049.043,262.496,502.666,86.989,228.842,148.942,1819.489,62538.547,0.380,3.492,46.081,0.329,0.574,0.879,0.664,7478.500,79626.552,0.680,0.380,3.667,0.107,0.522,0.273,52537.827,77.440,6.400,17.029,289.683,4620333,0.993,0.051,6.295E-4,37.592,0.941,0.885,0.980,254.738,15.961,4.502,0.693,0.833,11.755,0.699,0.836,11.857,85.377,0.433,7.474,254.219,13.254,254.820,3.087
2,69921,23251,0,85,230,0,Asteraceae,1494.653,458.416,252.927,1.812,56.600,81513.500,1108.668,298.373,475.763,126.464,229.208,158.339,1179.765,91063.566,0.552,4.610,31.950,0.424,0.651,0.858,0.742,11592.500,115945.733,0.603,0.552,2.543,0.109,0.627,0.393,68426.347,30.663,3.952,30.681,947.534,5952361,0.998,0.018,2.402E-4,39.657,0.947,0.852,0.974,254.951,15.967,1.648,0.224,0.473,6.792,0.215,0.464,6.534,85.130,0.078,3.126,254.747,7.678,254.956,1.466
3,75627,25128,0,85,228,0,Asteraceae,1261.283,408.803,253.000,1.616,62.392,80129.000,1102.561,310.308,401.479,126.500,204.402,166.534,1140.118,81231.527,0.619,4.932,21.035,0.576,0.759,0.944,0.874,4502.000,103427.192,0.731,0.619,1.674,0.102,0.773,0.597,74365.717,129.630,2.785,46.857,2204.075,6432813,0.999,0.008,1.193E-4,39.904,0.939,0.867,0.976,254.989,15.968,0.682,0.099,0.315,4.614,0.091,0.301,4.220,85.060,0.021,1.529,254.901,4.622,254.990,0.610
4,62398,20856,0,85,250,0,Asteraceae,1166.663,376.889,239.651,1.573,55.939,66234.000,962.766,281.865,371.360,119.825,188.444,144.422,467.127,70938.493,0.636,6.682,21.813,0.559,0.748,0.942,0.825,3836.000,90321.695,0.691,0.636,1.736,6.146,0.759,0.576,61231.337,12.675,8.839,15.600,242.175,5339164,0.992,0.058,0.001,41.034,0.939,0.862,0.975,254.967,15.968,0.948,0.926,0.962,14.434,0.806,0.898,12.565,85.566,0.112,2.111,254.167,13.005,254.969,0.890
5,40779,13571,0,85,227,0,Asteraceae,1491.883,352.755,247.877,1.423,51.013,56533.500,922.670,227.863,474.881,123.938,176.377,121.185,766.101,68674.948,0.703,4.378,54.580,0.417,0.646,0.721,0.618,15754.500,87439.659,0.466,0.703,4.343,0.084,0.480,0.230,39287.117,53.494,4.934,25.182,640.490,3474311,0.997,0.026,3.743E-4,41.891,0.937,0.861,0.975,254.927,15.966,2.290,0.344,0.586,8.494,0.325,0.570,8.024,85.199,0.132,3.949,254.648,8.699,254.948,1.609
6,46007,15389,0,85,253,0,Asteraceae,1045.651,317.800,198.458,1.601,49.724,49644.000,827.654,242.029,332.841,99.229,158.900,121.748,393.370,49535.138,0.624,6.138,23.766,0.580,0.762,0.927,0.792,3637.000,63070.096,0.729,0.624,1.891,0.138,0.727,0.529,44961.349,21.609,9.277,14.657,213.707,3939705,0.991,0.065,0.001,37.121,0.942,0.876,0.979,254.941,15.967,1.437,1.040,1.020,15.221,0.918,0.958,13.442,85.633,0.155,3.125,254.038,14.116,254.946,1.245
7,30409,10135,0,85,243,0,Asteraceae,1023.911,319.658,159.438,2.005,34.408,34553.500,743.170,196.769,325.921,79.719,159.829,103.888,690.351,40028.311,0.499,3.954,34.476,0.379,0.616,0.880,0.726,4144.500,50965.629,0.597,0.499,2.744,0.045,0.604,0.364,29385.089,21.422,6.363,19.703,391.494,2594695,0.995,0.041,6.223E-4,35.438,0.941,0.873,0.978,254.896,15.965,2.413,0.554,0.744,10.747,0.529,0.728,10.257,85.327,0.169,4.470,254.388,11.887,254.906,2.162
8,27676,9212,0,85,252,0,Asteraceae,1053.325,266.852,171.232,1.558,39.784,33352.500,679.482,187.718,335.284,85.616,133.426,96.428,278.265,35887.602,0.642,5.781,40.089,0.495,0.703,0.830,0.645,5676.500,45693.514,0.606,0.642,3.190,4.782,0.560,0.313,26622.675,8.928,5.094,23.832,573.234,2358430,0.996,0.027,3.990E-4,29.412,0.944,0.897,0.983,254.918,15.966,2.011,0.370,0.608,8.707,0.359,0.599,8.449,85.216,0.063,1.900,254.565,10.224,254.920,1.959
9,30767,10261,0,85,241,0,Asteraceae,872.354,284.318,158.476,1.794,36.997,33046.000,712.953,197.924,277.679,79.238,142.159,102.609,725.472,35388.245,0.557,3.810,24.734,0.485,0.696,0.931,0.817,2279.000,45057.713,0.683,0.557,1.968,0.133,0.713,0.508,29894.646,57.123,6.854,18.043,326.357,2626945,0.994,0.046,7.220E-4,35.914,0.945,0.874,0.980,254.870,15.965,2.496,0.649,0.805,11.610,0.627,0.792,11.231,85.382,0.178,4.706,254.270,13.068,254.880,2.258
10,29320,9757,0,85,216,0,Asteraceae,1016.070,273.856,172.129,1.591,41.150,35403.500,697.274,193.213,323.425,86.065,136.928,99.695,290.219,37022.566,0.629,5.852,35.211,0.498,0.706,0.828,0.686,6083.500,47138.595,0.622,0.629,2.802,2.801,0.597,0.357,28303.930,61.886,4.594,23.479,553.297,2497966,0.996,0.027,3.244E-4,39.293,0.942,0.881,0.981,254.871,15.965,3.053,0.359,0.599,8.362,0.360,0.600,8.381,85.197,0.202,5.115,254.568,10.074,254.897,2.440
11,69614,24437,0,85,252,0,Asteraceae,1223.041,456.070,197.135,2.313,49.960,71581.500,1073.392,297.717,389.306,98.567,228.035,174.428,1708.216,70613.000,0.432,4.220,21.487,0.426,0.653,0.973,0.878,1967.500,89907.263,0.774,0.432,1.710,0.017,0.765,0.585,68390.959,24.350,25.495,5.088,24.110,6255923,0.930,0.414,0.010,65.869,0.977,0.684,0.968,254.422,15.951,3.668,7.932,2.816,41.472,7.242,2.691,37.888,89.865,0.870,4.733,247.249,40.493,254.423,3.655
12,62017,21875,0,85,243,0,Asteraceae,1181.862,455.439,185.000,2.462,48.255,69044.000,1056.647,281.003,376.198,92.500,227.720,166.654,2029.242,66174.727,0.406,3.700,22.523,0.381,0.617,0.898,0.894,7027.000,84256.279,0.736,0.406,1.792,0.397,0.747,0.558,60835.138,46.026,26.707,4.858,21.687,5600009,0.926,0.419,0.011,65.805,0.975,0.697,0.966,254.588,15.956,2.442,8.637,2.939,43.499,7.668,2.769,38.649,90.298,0.952,4.827,246.974,40.431,254.588,2.442
13,69199,23028,0,85,233,0,Asteraceae,1384.587,455.317,208.577,2.183,52.691,75370.000,1103.660,296.828,440.728,104.288,227.659,158.295,2032.557,74588.124,0.458,3.511,27.704,0.425,0.652,0.918,0.797,6171.000,94968.549,0.729,0.458,2.205,0.893,0.673,0.454,67814.413,101.943,4.870,25.601,659.114,5895176,0.997,0.025,3.645E-4,62.392,0.978,0.685,0.969,254.939,15.967,1.805,0.327,0.572,8.277,0.309,0.556,7.829,85.192,0.085,2.773,254.642,9.104,254.944,1.631
14,61567,20498,0,85,225,0,Asteraceae,1423.658,452.548,191.113,2.368,46.432,66013.500,1056.845,279.981,453.164,95.556,226.274,150.542,2320.871,67927.292,0.422,3.125,32.920,0.383,0.619,0.933,0.742,4446.500,86487.715,0.712,0.422,2.620,4.946,0.618,0.382,60143.342,33.086,5.520,23.683,560.131,5247554,0.996,0.026,4.684E-4,78.867,0.975,0.644,0.962,254.977,15.968,0.797,0.384,0.620,9.080,0.339,0.583,8.022,85.233,0.040,1.351,254.641,8.490,254.977,0.752
