 ,Area,Mean,Mode,Min,Max,Median,Label,Perimeter,*Feret,*Breadth,*AspRatio,*RFactor,*ConvexArea,*ConvexPerimeter,*ArEquivD,*PerEquivD,*MinR,*MaxR,*avgR,*VarianceR,*EquivEllAr,*ModRatio,*HaralickRatio,*ThinnessR,*Roundness,*Compactness,*Solidity,*Convexity,*Concavity,*ArBBox,*Rectang,*Sphericity,*Elongation,*Bending Energy,*Jaggedness,*Circularity,*Endocarp,Distance CM-FB,StD,Skewness,Kurtosis,Intensity sum,Uniformity,Entropy,Smothness R,GLCM-Contrast,GLCM-Correlation,GLCM-Energy,GLCM-Homogeneity,Mean Red,Sqrt Mean Red,StD Red,Mean Green,Sqrt Mean Green,StD Green,Mean Blue,Sqrt Mean Blue,StD Blue,Mean RGB,Mean H,StD H,Mean S,StD S,Mean V,StD V
12,102768,34293,0,85,251,0,Apiaceae,1403.859,449.579,297.000,1.514,75.028,105968.500,1193.690,361.730,446.862,148.500,224.789,188.145,619.828,104870.189,0.661,7.557,19.177,0.647,0.805,0.970,0.850,3200.500,133524.871,0.770,0.661,1.526,0.048,0.809,0.655,101364.141,32.583,8.053,18.914,356.515,8779018,0.994,0.041,9.963E-4,49.664,0.982,0.715,0.979,254.984,15.968,0.758,0.672,0.820,12.714,0.621,0.788,11.731,85.426,0.093,2.164,254.371,11.891,254.988,0.478
13,98376,32681,0,85,240,0,Apiaceae,1404.285,448.361,288.951,1.552,74.471,104897.500,1182.191,353.916,446.998,144.476,224.181,182.390,825.062,101751.991,0.644,6.350,20.046,0.623,0.789,0.938,0.842,6521.500,129554.658,0.759,0.644,1.595,0.022,0.792,0.627,96971.715,19.344,2.424,54.688,3023.508,8366369,0.999,0.006,9.035E-5,50.794,0.982,0.716,0.979,254.982,15.968,1.110,0.077,0.277,4.128,0.075,0.275,4.062,85.045,0.038,2.307,254.925,4.055,254.991,0.573
14,113456,37750,0,85,227,0,Apiaceae,1978.535,584.477,294.277,1.986,89.067,163544.000,1442.197,380.075,629.787,147.138,292.238,194.862,3893.864,135086.942,0.503,3.123,34.503,0.423,0.650,0.694,0.729,50088.000,171998.036,0.660,0.503,2.746,3.363,0.603,0.364,111477.465,39.202,4.620,25.794,666.280,9664142,0.997,0.024,3.282E-4,62.585,0.981,0.643,0.972,254.880,15.965,3.124,0.323,0.568,8.283,0.336,0.580,8.627,85.180,0.205,5.266,254.692,7.919,254.950,1.322
15,78538,26113,0,85,232,0,Apiaceae,1980.778,442.254,264.309,1.673,63.435,88136.000,1128.805,316.224,630.501,132.155,221.127,163.488,778.665,91806.777,0.598,5.859,49.956,0.511,0.715,0.891,0.570,9598.000,116892.019,0.672,0.598,3.975,0.093,0.502,0.252,76557.222,32.965,3.773,32.098,1037.490,6685034,0.998,0.016,2.189E-4,51.881,0.981,0.724,0.980,254.930,15.967,2.368,0.211,0.459,6.694,0.215,0.464,6.819,85.119,0.118,3.935,254.787,6.800,254.963,1.179
16,139131,46452,0,85,251,0,Apiaceae,1772.275,536.538,345.636,1.552,92.039,155139.500,1402.385,420.888,564.133,172.818,268.269,212.944,1172.323,145649.448,0.644,6.219,22.576,0.615,0.784,0.897,0.791,16008.500,185446.636,0.750,0.644,1.797,0.216,0.746,0.557,137358.725,35.202,8.355,17.733,313.803,11891798,0.994,0.047,0.001,74.024,0.981,0.605,0.969,254.959,15.967,1.388,0.746,0.864,13.182,0.711,0.843,12.558,85.472,0.106,2.776,254.272,12.870,254.970,0.843
17,104268,34620,0,85,207,0,Apiaceae,1286.153,453.584,296.000,1.532,74.564,106251.500,1195.719,364.360,409.395,148.000,226.792,191.024,533.599,105448.122,0.653,8.270,15.865,0.645,0.803,0.981,0.930,1983.500,134260.719,0.777,0.653,1.262,0.090,0.890,0.792,102981.847,22.065,0.378,322.901,104263.000,8862902,1.000,1.737E-4,2.195E-6,78.321,0.979,0.608,0.969,254.999,15.969,0.201,0.002,0.045,0.663,0.002,0.046,0.669,85.001,0.001,0.403,254.998,0.697,255.000,0.121
18,104203,34603,0,85,229,0,Apiaceae,1343.090,449.722,300.000,1.499,77.441,109411.500,1194.411,364.246,427.519,150.000,224.861,186.267,542.703,105963.282,0.667,7.996,17.311,0.656,0.810,0.952,0.889,5208.500,134916.641,0.772,0.667,1.378,0.149,0.852,0.726,102859.910,7.402,1.275,102.655,10577.531,8858554,1.000,0.002,2.499E-5,77.359,0.980,0.604,0.969,254.995,15.969,0.540,0.021,0.146,2.167,0.021,0.146,2.176,85.012,0.013,1.415,254.978,2.216,254.997,0.295
19,99832,33170,0,85,248,0,Apiaceae,1390.545,449.445,289.000,1.555,77.777,109819.500,1178.187,356.525,442.624,144.500,224.723,186.141,458.818,102015.106,0.643,8.690,19.369,0.629,0.793,0.909,0.847,9987.500,129889.667,0.769,0.643,1.541,0.012,0.805,0.649,98441.455,44.074,2.935,49.332,2449.094,8491704,0.999,0.007,1.324E-4,79.248,0.979,0.610,0.969,254.990,15.968,0.771,0.098,0.312,4.765,0.092,0.304,4.494,85.060,0.024,1.514,254.906,4.573,254.994,0.423
20,99872,33211,0,85,245,0,Apiaceae,1397.918,448.322,290.662,1.542,79.578,112082.000,1176.155,356.596,444.971,145.331,224.161,184.901,468.298,102345.315,0.648,8.544,19.567,0.633,0.795,0.891,0.841,12210.000,130310.103,0.766,0.648,1.557,0.637,0.801,0.642,98474.082,17.690,4.315,33.076,1099.008,8502227,0.998,0.015,2.862E-4,79.829,0.979,0.610,0.969,254.977,15.968,1.121,0.213,0.462,6.985,0.204,0.452,6.686,85.131,0.049,2.258,254.790,6.889,254.985,0.645
21,136566,45357,0,85,231,0,Apiaceae,1573.883,520.343,347.027,1.499,120.679,197274.500,1366.421,416.991,500.983,173.513,260.172,208.030,894.660,141821.654,0.667,6.955,18.139,0.642,0.801,0.692,0.868,60708.500,180572.938,0.756,0.667,1.443,0.109,0.832,0.693,134992.117,17.420,1.787,72.897,5334.616,11611470,1.000,0.003,4.908E-5,75.826,0.984,0.541,0.970,254.990,15.968,0.746,0.042,0.204,3.020,0.042,0.204,3.032,85.025,0.026,1.955,254.956,3.187,254.994,0.463
22,133530,44340,0,85,220,0,Apiaceae,1586.771,539.171,339.295,1.589,114.827,194500.000,1381.254,412.330,505.085,169.648,269.585,205.861,1242.547,143679.123,0.629,5.840,18.856,0.585,0.765,0.687,0.870,60970.000,182937.941,0.730,0.629,1.501,0.136,0.816,0.666,131943.229,55.139,1.078,116.136,13532.153,11351294,1.000,0.001,1.788E-5,75.604,0.984,0.537,0.970,254.995,15.969,0.566,0.016,0.128,1.900,0.016,0.127,1.877,85.009,0.009,1.020,254.983,1.916,254.997,0.301
23,125791,42067,0,85,249,0,Apiaceae,1790.476,484.979,353.048,1.374,98.777,150497.000,1322.672,400.203,569.926,176.524,242.490,199.618,511.648,134476.556,0.728,8.825,25.485,0.681,0.825,0.836,0.739,24706.000,171220.869,0.735,0.728,2.028,0.297,0.702,0.493,124000.524,19.210,9.352,15.310,233.746,10769221,0.991,0.063,0.001,72.128,0.985,0.549,0.970,254.905,15.966,2.146,0.987,0.993,15.040,0.945,0.972,14.395,85.612,0.243,5.060,254.020,14.947,254.934,1.367
24,145197,48331,0,85,254,0,Apiaceae,2029.655,550.654,387.697,1.420,87.422,151234.500,1429.649,429.966,646.059,193.849,275.327,219.255,708.122,167672.442,0.704,8.239,28.372,0.610,0.781,0.960,0.704,6037.500,213487.184,0.680,0.704,2.258,0.437,0.666,0.443,143167.345,19.917,5.528,26.007,680.465,12372857,0.997,0.025,4.698E-4,81.006,0.983,0.532,0.969,254.953,15.967,1.570,0.352,0.594,9.063,0.338,0.581,8.681,85.214,0.116,3.432,254.649,9.028,254.971,0.915
25,23671,8026,0,85,250,0,Apiaceae,1994.321,553.413,72.545,7.629,24.073,41853.500,1144.699,173.605,634.812,36.272,276.707,148.868,6646.612,31531.596,0.131,1.826,168.025,0.098,0.314,0.566,0.574,18182.500,40147.275,0.590,0.131,13.371,0.503,0.273,0.075,21676.679,16.754,15.207,8.356,68.294,2054773,0.972,0.178,0.004,40.356,0.992,0.530,0.977,254.195,15.943,7.041,3.084,1.756,25.927,3.139,1.772,26.379,86.806,1.828,15.611,251.876,26.301,254.586,3.649
26,100789,33465,0,85,85,0,Apiaceae,1305.450,450.090,301.959,1.491,82.236,116281.500,1181.312,358.230,415.538,150.980,225.045,184.746,571.017,106742.602,0.671,7.731,16.909,0.633,0.796,0.867,0.905,15492.500,135908.902,0.742,0.671,1.346,0.280,0.862,0.743,99483.550,39.790,0.000,NaN,NaN,8567065,1.000,-0.000,0.000,75.499,0.985,0.531,0.969,255.000,15.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85.000,0.000,0.000,255.000,0.000,255.000,0.000
27,133522,44410,0,85,250,0,Apiaceae,1943.981,523.077,358.336,1.460,86.696,142467.500,1359.691,412.317,618.788,179.168,261.539,210.100,730.805,147213.183,0.685,7.772,28.303,0.621,0.788,0.937,0.699,8945.500,187437.646,0.712,0.685,2.252,0.406,0.666,0.444,131578.019,16.222,4.408,30.121,912.193,11369035,0.998,0.019,2.987E-4,111.900,0.980,0.459,0.959,254.944,15.967,1.847,0.248,0.498,7.407,0.250,0.500,7.465,85.147,0.130,4.183,254.746,7.604,254.969,1.008
28,115929,38949,0,85,245,0,Apiaceae,2519.562,588.518,348.324,1.690,81.513,150708.000,1444.898,384.194,802.001,174.162,294.259,200.862,1449.443,161002.890,0.592,5.276,54.759,0.426,0.653,0.769,0.573,34779.000,204995.247,0.566,0.592,4.358,1.807,0.479,0.229,113409.438,32.015,11.635,11.555,132.853,9971094,0.985,0.105,0.002,117.687,0.980,0.453,0.961,254.672,15.958,4.932,1.689,1.300,19.355,1.670,1.292,19.120,86.010,0.537,7.982,253.337,19.184,254.829,2.148
29,120805,40172,0,85,242,0,Apiaceae,1783.388,527.266,303.571,1.737,141.637,234615.000,1338.243,392.191,567.670,151.786,263.633,200.696,1605.318,125712.972,0.576,5.009,26.327,0.553,0.744,0.515,0.750,113810.000,160062.727,0.755,0.576,2.095,0.064,0.691,0.477,119021.612,24.109,4.124,31.982,1030.564,10284130,0.998,0.017,2.615E-4,118.959,0.980,0.449,0.960,254.949,15.967,1.815,0.222,0.471,7.008,0.220,0.469,6.945,85.130,0.108,3.694,254.776,7.091,254.971,1.004
30,101205,33631,0,85,233,0,Apiaceae,1983.513,522.961,288.119,1.815,67.033,110130.000,1277.116,358.968,631.372,144.059,261.480,186.446,1580.391,118339.748,0.551,4.690,38.875,0.471,0.686,0.919,0.644,8925.000,150674.847,0.672,0.551,3.094,0.469,0.569,0.323,99221.487,49.359,2.972,41.738,1750.395,8609670,0.999,0.010,1.359E-4,119.921,0.980,0.450,0.961,254.961,15.967,1.682,0.126,0.354,5.203,0.129,0.359,5.326,85.072,0.074,3.133,254.875,5.209,254.981,0.823
31,105905,35166,0,85,212,0,Apiaceae,1487.107,514.864,300.439,1.714,69.215,111954.500,1281.530,367.209,473.361,150.220,257.432,193.185,1541.470,121489.672,0.584,4.920,20.882,0.509,0.713,0.946,0.862,6049.500,154685.455,0.685,0.584,1.662,0.279,0.776,0.602,104417.893,60.458,0.888,133.327,17817.714,9002632,1.000,0.001,1.213E-5,111.028,0.981,0.450,0.961,254.996,15.969,0.555,0.012,0.109,1.590,0.012,0.110,1.621,85.007,0.007,0.990,254.988,1.630,254.998,0.294
32,31668,10587,0,85,251,0,Apiaceae,1597.388,505.035,96.872,5.213,142.160,225553.500,1076.383,200.801,508.464,48.436,252.517,134.661,5468.393,38424.687,0.192,1.821,80.575,0.158,0.398,0.140,0.674,193885.500,48923.832,0.647,0.192,6.412,0.379,0.395,0.156,30070.612,62.618,8.763,14.869,220.609,2710479,0.991,0.065,0.001,107.288,0.982,0.452,0.962,254.748,15.961,3.893,1.007,1.003,14.909,1.017,1.009,15.063,85.591,0.570,8.605,253.973,15.234,254.865,2.110
33,28554,9654,0,85,249,0,Apiaceae,2262.713,629.327,73.693,8.540,28.903,57143.000,1304.450,190.673,720.244,36.847,314.663,155.121,7655.378,36424.480,0.117,1.773,179.305,0.092,0.303,0.500,0.576,28589.000,46377.089,0.616,0.117,14.269,0.453,0.265,0.070,26291.287,19.964,14.109,9.029,80.158,2471489,0.976,0.158,0.003,102.404,0.984,0.456,0.971,254.269,15.946,6.837,2.667,1.633,24.146,2.730,1.652,24.706,86.555,1.617,14.705,252.348,24.044,254.653,3.318
34,121040,40214,0,85,225,0,Apiaceae,1908.913,550.706,317.581,1.734,98.515,170440.000,1357.732,392.572,607.626,158.790,275.353,195.946,1315.761,137361.104,0.577,5.402,30.105,0.508,0.713,0.710,0.711,49400.000,174893.589,0.692,0.577,2.396,0.008,0.646,0.417,119131.087,46.672,2.578,47.584,2270.873,10294981,0.999,0.007,1.022E-4,122.374,0.979,0.447,0.960,254.969,15.968,1.515,0.096,0.310,4.548,0.098,0.314,4.658,85.054,0.060,2.823,254.905,4.528,254.985,0.729
35,112577,37539,0,85,253,0,Apiaceae,1521.859,443.041,330.000,1.343,84.814,118048.000,1240.382,378.599,484.423,165.000,221.520,193.752,340.812,114827.888,0.745,10.495,20.573,0.730,0.855,0.954,0.815,5471.000,146203.408,0.770,0.745,1.637,0.076,0.782,0.611,111055.141,11.905,7.212,19.896,396.371,9610020,0.995,0.039,7.992E-4,118.070,0.980,0.453,0.959,254.941,15.967,1.572,0.577,0.759,11.397,0.575,0.758,11.358,85.364,0.268,7.206,254.399,11.879,254.954,1.101
36,124283,41599,0,85,254,0,Apiaceae,2484.571,516.422,339.564,1.521,91.769,148884.500,1343.602,397.796,790.864,169.782,258.211,203.375,1066.367,137726.223,0.658,6.228,49.670,0.593,0.770,0.835,0.541,24601.500,175358.473,0.709,0.658,3.953,0.259,0.503,0.253,121798.429,15.216,9.786,14.254,202.664,10649579,0.990,0.072,0.001,127.086,0.978,0.448,0.960,254.820,15.963,2.893,1.130,1.063,16.037,1.114,1.055,15.802,85.688,0.458,7.420,253.833,16.560,254.884,1.855
37,156853,52101,0,85,248,0,Apiaceae,1770.896,565.722,389.686,1.452,125.963,223869.500,1479.155,446.891,563.694,194.843,282.861,220.782,922.861,173144.099,0.689,7.268,19.994,0.624,0.790,0.701,0.835,67016.500,220453.914,0.712,0.689,1.591,0.965,0.793,0.629,155082.104,20.974,2.134,62.047,3890.497,13337956,0.999,0.005,7.004E-5,114.398,0.981,0.463,0.965,254.985,15.968,0.964,0.060,0.244,3.646,0.060,0.244,3.643,85.035,0.031,1.965,254.939,3.705,254.992,0.527
38,158558,52842,0,85,255,0,Apiaceae,2257.770,496.158,413.000,1.201,112.498,175353.500,1455.944,449.313,718.670,206.500,248.079,226.215,167.605,160938.571,0.832,17.473,32.149,0.820,0.906,0.904,0.645,16795.500,204913.353,0.774,0.832,2.558,0.254,0.625,0.391,156300.230,29.702,6.598,20.894,437.959,13527766,0.995,0.036,6.690E-4,114.077,0.980,0.465,0.965,254.908,15.966,2.178,0.526,0.725,10.903,0.518,0.720,10.742,85.317,0.218,5.088,254.457,11.263,254.941,1.342
39,148754,49524,0,85,250,0,Apiaceae,1847.908,529.991,377.678,1.403,152.245,253490.500,1424.400,435.201,588.207,188.839,264.995,220.235,693.399,157209.659,0.713,8.364,22.956,0.674,0.821,0.587,0.771,104736.500,200165.555,0.743,0.713,1.827,0.020,0.740,0.547,146906.092,5.802,5.695,24.900,623.094,12678345,0.997,0.027,4.985E-4,114.076,0.981,0.463,0.964,254.946,15.967,1.644,0.379,0.616,9.346,0.365,0.605,9.004,85.230,0.126,3.634,254.616,9.460,254.965,1.008
40,32664,10933,0,85,248,0,Apiaceae,1576.258,510.546,93.318,5.471,63.076,101169.000,1089.469,203.934,501.739,46.659,255.273,137.528,4961.220,37418.659,0.183,1.953,76.065,0.160,0.399,0.323,0.691,68505.000,47642.916,0.686,0.183,6.053,0.164,0.406,0.165,31087.742,112.459,9.442,13.720,187.510,2798943,0.989,0.075,0.001,92.257,0.984,0.476,0.970,254.690,15.959,4.373,1.179,1.086,16.129,1.198,1.094,16.383,85.689,0.692,9.599,253.815,16.225,254.844,2.259
41,94829,31506,0,85,217,0,Apiaceae,1722.937,470.865,283.115,1.663,69.223,102399.500,1198.378,347.477,548.428,141.557,235.433,180.726,1072.957,104700.567,0.601,5.517,31.304,0.545,0.738,0.926,0.696,7570.500,133308.902,0.711,0.601,2.491,0.338,0.634,0.401,93106.063,26.950,2.566,46.082,2127.872,8065758,0.999,0.008,1.012E-4,113.037,0.981,0.452,0.961,254.964,15.968,1.679,0.100,0.316,4.579,0.104,0.322,4.765,85.056,0.065,2.990,254.901,4.568,254.983,0.796
42,139454,46337,0,85,234,0,Apiaceae,1748.067,541.240,371.231,1.458,91.713,155944.500,1396.871,421.377,556.427,185.616,270.620,213.134,829.248,157806.274,0.686,7.401,21.912,0.606,0.779,0.894,0.799,16490.500,200925.189,0.694,0.686,1.744,2.050,0.757,0.573,137705.933,52.331,2.834,44.558,1991.964,11862491,0.999,0.009,1.235E-4,110.845,0.981,0.467,0.966,254.970,15.968,1.371,0.110,0.332,4.896,0.111,0.333,4.907,85.064,0.061,2.785,254.885,5.118,254.982,0.801
43,130657,43424,0,85,237,0,Apiaceae,1872.283,554.217,313.125,1.770,78.403,136509.000,1393.832,407.870,595.966,156.562,277.109,209.395,1825.420,136297.449,0.565,4.901,26.829,0.542,0.736,0.957,0.744,5852.000,173539.301,0.753,0.565,2.135,0.467,0.684,0.468,128784.717,18.338,3.239,39.391,1555.846,11116624,0.999,0.011,1.613E-4,115.734,0.979,0.485,0.964,254.962,15.968,1.520,0.142,0.377,5.573,0.143,0.378,5.602,85.082,0.083,3.321,254.852,5.798,254.978,0.880
44,149001,49532,0,85,240,0,Apiaceae,2002.005,551.218,364.226,1.513,123.466,213805.500,1443.185,435.562,637.258,182.113,275.609,219.319,959.931,157682.645,0.661,7.079,26.899,0.624,0.790,0.697,0.721,64804.500,200767.779,0.742,0.661,2.141,0.053,0.683,0.467,146998.995,38.592,3.579,35.385,1258.594,12680241,0.998,0.013,1.970E-4,123.169,0.976,0.493,0.960,254.951,15.967,1.805,0.176,0.419,6.173,0.178,0.422,6.239,85.102,0.100,3.653,254.820,6.330,254.973,0.973
45,150174,50657,0,85,251,0,Apiaceae,1974.660,554.437,389.448,1.424,149.691,260734.500,1454.761,437.273,628.554,194.724,277.218,219.783,659.785,169586.368,0.702,8.556,25.965,0.622,0.789,0.576,0.737,110560.500,215924.069,0.695,0.702,2.066,7.971,0.696,0.484,148199.340,47.965,14.145,10.375,105.990,12968360,0.982,0.120,0.003,123.587,0.976,0.494,0.960,254.908,15.966,1.873,2.134,1.461,22.239,2.026,1.423,21.111,86.356,0.299,5.187,252.925,21.620,254.927,1.183
46,144627,48346,0,85,252,0,Apiaceae,2738.002,522.591,372.490,1.403,93.350,153258.500,1423.843,429.121,871.533,186.245,261.295,216.761,704.875,152885.600,0.713,8.164,51.834,0.674,0.821,0.944,0.520,8631.500,194659.992,0.743,0.713,4.125,3.047,0.492,0.242,141888.998,27.056,9.020,15.724,247.304,12376627,0.992,0.061,0.001,123.497,0.976,0.491,0.960,254.868,15.965,2.565,0.946,0.972,14.759,0.915,0.956,14.267,85.576,0.317,5.769,254.048,14.865,254.917,1.563
47,94870,33272,0,85,248,0,Apiaceae,4173.480,478.127,398.761,1.199,98.526,147993.500,1377.455,347.552,1328.460,199.380,239.063,176.820,972.403,149742.607,0.834,5.670,183.598,0.528,0.727,0.641,0.330,53123.500,190658.208,0.498,0.834,14.610,48.081,0.262,0.068,90696.520,49.769,23.895,4.848,21.795,8517832,0.924,0.449,0.009,100.376,0.981,0.509,0.967,252.302,15.884,14.373,8.415,2.901,41.867,8.636,2.939,42.941,89.784,4.768,24.566,246.830,40.882,253.797,6.214
48,138550,46039,0,85,241,0,Apiaceae,1640.227,501.597,361.303,1.388,186.932,294570.000,1370.877,420.009,522.100,180.651,250.799,213.235,581.045,142336.558,0.720,8.846,19.418,0.701,0.837,0.470,0.836,156020.000,181228.534,0.765,0.720,1.545,0.207,0.804,0.647,136909.773,13.733,2.955,43.942,1941.627,11786121,0.999,0.009,1.343E-4,122.159,0.976,0.495,0.961,254.972,15.968,1.296,0.115,0.340,5.033,0.116,0.340,5.036,85.068,0.060,2.762,254.878,5.307,254.983,0.782
50,116889,38838,0,85,251,0,Apiaceae,1528.528,468.031,322.880,1.450,82.152,120793.000,1260.933,385.782,486.546,161.440,234.015,194.135,699.363,118687.706,0.690,7.341,19.988,0.679,0.824,0.968,0.825,3904.000,151117.881,0.773,0.690,1.591,0.047,0.793,0.629,115360.472,36.219,2.877,48.573,2381.636,9942557,0.999,0.008,1.273E-4,110.567,0.981,0.474,0.966,254.982,15.968,0.959,0.099,0.315,4.763,0.098,0.313,4.695,85.060,0.046,2.333,254.898,4.870,254.989,0.589
